0,RootNode
1.000000,0.000000,-0.000000,0.000000
0.000000,1.000000,-0.000000,0.000000
-0.000000,-0.000000,1.000000,-0.000000
0.000000,0.000000,-0.000000,1.000000

1.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,1.000000
1,Cerberus00_Fixed
0.010000,0.000000,-0.000000,0.000000
0.000000,0.010000,-0.000000,0.000000
-0.000000,-0.000000,0.010000,-0.000000
0.000002,0.000000,93.720161,1.000000

1.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,1.000000


Cerberus00_Fixed
08 - Default
-343.088654,-1072.528687,-11752.035156,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088409,-1261.463867,-11558.265625,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088593,-1236.762573,-11951.187500,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088257,-2363.425293,-11588.622070,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2410.050293,-12572.524414,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088928,-2160.475830,-12479.580078,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088928,-2160.475830,-12479.580078,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2086.712158,-11560.583008,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088257,-2363.425293,-11588.622070,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2864.679688,-11570.163086,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088226,-3106.618652,-11547.249023,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-3106.740967,-12748.028320,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-3106.740967,-12748.028320,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088684,-2877.734375,-12724.899414,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2864.679688,-11570.163086,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2864.679688,-11570.163086,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088684,-2877.734375,-12724.899414,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2658.395020,-12665.011719,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2658.395020,-12665.011719,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088257,-2626.230469,-11583.913086,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2864.679688,-11570.163086,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088257,-2626.230469,-11583.913086,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2658.395020,-12665.011719,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2410.050293,-12572.524414,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2410.050293,-12572.524414,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088257,-2363.425293,-11588.622070,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088257,-2626.230469,-11583.913086,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088593,-1663.288086,-12245.000000,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088379,-1649.638428,-11384.358398,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088409,-1856.807373,-11483.640625,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088409,-1856.807373,-11483.640625,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-1912.560059,-12367.541016,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088593,-1663.288086,-12245.000000,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-1912.560059,-12367.541016,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088409,-1856.807373,-11483.640625,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2086.712158,-11560.583008,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-2086.712158,-11560.583008,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088928,-2160.475830,-12479.580078,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
-343.088654,-1912.560059,-12367.541016,-858993460,-858993460,-858993460,-858993460,0.000000,0.000000,0.000000,0.000000
